iteration,compliance,volume
1,36.219116141261196,0.3999999999999624
2,36.21198171711241,0.39998277007050936
3,36.13399455378894,0.39982123990583984
4,35.097480644049575,0.3975484762270229
5,33.42911010179395,0.3965952131318609
6,31.679800188156577,0.39624400854922753
7,24.530466481646485,0.3776895742570204
8,18.29456826123456,0.38463979509582125
9,13.630389314695535,0.3731708462593012
10,10.403406015090997,0.3939993439381781
11,9.631866392556631,0.3994174955804794
12,8.807183305150044,0.3966124951202589
13,8.067395251112721,0.39559189415028945
14,7.207964023524104,0.3947257064921915
15,6.5483413736585465,0.39485304074890254
16,5.968295098145317,0.3943684504580855
17,5.577090203242017,0.3961263821481352
18,5.333824506819464,0.3971931041940425
19,5.160762958861136,0.3979046134606746
20,5.043411243312875,0.39851799309019353
21,4.955284359545017,0.3988815996460404
22,4.898962782898915,0.39932912850920693
23,4.862079486115151,0.3995425577933971
24,4.835474473497037,0.39965500563411527
25,4.816674656724784,0.39976397988285584
26,4.805307018525973,0.3998685808651203
27,4.797047780792667,0.399884155993345
28,4.790004065306595,0.3999073293644977
29,4.7844024029689365,0.39992556763409665
30,4.779307132880117,0.3999277787846421
31,4.774627026067834,0.3999322943700248
32,4.7708945277016275,0.39995084612154164
33,4.767071285503141,0.39994818927209913
34,4.763437882127434,0.3999467889226613
35,4.759815032848046,0.3999560160427539
36,4.756868839279518,0.39995999412616956
37,4.754143130899559,0.3999638680918808
38,4.752508217043361,0.3999837465940826
39,4.751647718459184,0.3999880506938946
40,4.750700861835143,0.3999859645631081
41,4.749120071672241,0.3999773858398503
42,4.748283482977895,0.3999898327786505
43,4.7477796118590385,0.39999310792360465
44,4.747306112289727,0.3999929758597378
45,4.746885511403985,0.3999937608493185
46,4.746560745795149,0.39999593964062574
47,4.746343154692791,0.39999674072228636
48,4.746164114882041,0.39999746670158787
49,4.746026018812619,0.39999790403323576
50,4.745902481391021,0.39999807667582843
51,4.74578601008938,0.39999824514639654
52,4.745698586849652,0.39999876139660556
53,4.745626052410774,0.3999988587600987
54,4.745559823210444,0.3999989854733581
55,4.745497982764286,0.3999990452505914
56,4.7454347011541955,0.39999904048909435
57,4.745364186874724,0.39999891383399844
58,4.745281674936092,0.399998749831663
59,4.745172713157336,0.3999984106890976
60,4.7450349569486665,0.3999979323221859
61,4.744848334731092,0.39999735081136856
62,4.7447326197167285,0.3999987948045902
63,4.74466764109578,0.3999989089261166
64,4.744614485131816,0.39999920803205485
65,4.74457362435884,0.39999936382698686
66,4.744537215728909,0.39999942487726764
67,4.7445020639384765,0.3999994496514431
68,4.744467095019006,0.3999994721918601
69,4.744430702254145,0.3999994492577481
70,4.744388254704136,0.3999993836773126
71,4.744329903303581,0.3999991363001851
72,4.744226806219997,0.39999850558828115
73,4.744020624355803,0.3999970561655077
74,4.743696531188164,0.3999966932890147
75,4.743432130673061,0.39999622314671746
76,4.742975534591228,0.39999359085593883
77,4.742056139939027,0.39998684968469544
78,4.74030397201683,0.3999751723156916
79,4.739172572737708,0.3999882187449348
80,4.7383562813293,0.3999879221156055
81,4.737297330871171,0.399984744458857
82,4.7361506842211805,0.39998237160278527
83,4.734895558975275,0.399983206781991
84,4.733410877431838,0.3999784084800533
85,4.732467614122594,0.3999879390934505
86,4.731972732975327,0.3999930278060892
87,4.731625708365481,0.3999951522735844
88,4.731292484435821,0.39999452106006333
89,4.730850612638378,0.399992746312788
90,4.730149012081046,0.3999879840590788
91,4.728890998044815,0.3999778498178257
92,4.727878897096136,0.39999026218802747
93,4.727251164075729,0.399992532600262
94,4.726341381316369,0.3999881575832628
95,4.725208675556242,0.3999878905584795
96,4.724153794544317,0.3999911984752561
97,4.7237042159329565,0.39999333615752264
98,4.723277567809237,0.3999931269724485
99,4.722843045052742,0.39999308122190863
100,4.722439696869328,0.399993373063614
